minute,open,high,low,close,volume,one_min_return,log_return_1m,trailing_volatility,dollar_volume,volume_zscore_30m,future_close,forward_return,log_forward_return,direction_5m,direction_3class_5m
2026-04-08 09:44:00-04:00,0.5350000262260437,0.5350000262260437,0.5350000262260437,0.5350000262260437,0,,,,0.0,,0.5299999713897705,-0.009345896432088385,-0.009389843352046762,0,-1
2026-04-08 09:58:00-04:00,0.5339999794960022,0.5339999794960022,0.5230000019073486,0.5230000019073486,3401,-0.022429950898030238,-0.022685328204786737,,1778.7230064868927,,0.5199999809265137,-0.0057361777627037425,-0.005752692816170016,0,-1
2026-04-08 10:00:00-04:00,0.5364999771118164,0.5364999771118164,0.5364999771118164,0.5364999771118164,200,0.025812571998535816,0.02548505169685292,,107.29999542236328,,0.5299999713897705,-0.012115575022086489,-0.012189566844112881,0,-1
2026-04-08 10:27:00-04:00,0.5230000019073486,0.5230000019073486,0.5230000019073486,0.5230000019073486,1744,-0.025163048984910064,-0.02548505169685284,,912.112003326416,,0.531499981880188,0.016252351705239976,0.016121695978302913,1,1
2026-04-08 11:20:00-04:00,0.5350000262260437,0.5350000262260437,0.5350000262260437,0.5350000262260437,140,0.02294459708399943,0.022685328204786734,,74.90000367164612,-0.6507459711873517,0.531499981880188,-0.006542138643516493,-0.006563632226484003,0,-1
2026-04-08 11:30:00-04:00,0.5299999713897705,0.5299999713897705,0.5299999713897705,0.5299999713897705,400,-0.009345896432088385,-0.009389843352046762,0.02448856507658776,211.9999885559082,-0.4315933388895881,0.5130000114440918,-0.032075397855402255,-0.032601085085660536,0,-1
2026-04-08 11:31:00-04:00,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.5199999809265137,781,-0.01886790755296608,-0.019048177668910055,0.022997562228424376,406.1199851036072,-0.13916042541841797,0.5070000290870667,-0.024999908300543106,-0.02531771393356928,0,-1
2026-04-08 11:40:00-04:00,0.5299999713897705,0.5299999713897705,0.5299999713897705,0.5299999713897705,200,0.0192307515962582,0.019048177668909923,0.022838066397515185,105.9999942779541,-0.5625230868705462,0.5479999780654907,0.03396227857997891,0.03339829435693701,1,1
2026-04-08 12:06:00-04:00,0.531499981880188,0.531499981880188,0.531499981880188,0.531499981880188,100,0.0028302086252649516,0.0028262111255628886,0.0211952203692743,53.1499981880188,-0.5999645858064272,0.5241000056266785,-0.013922815627071206,-0.014020647146156178,0,-1
2026-04-08 12:52:00-04:00,0.531499981880188,0.531499981880188,0.531499981880188,0.531499981880188,2155,0.0,0.0,0.01982819935237189,1145.3824609518051,1.0848847653202638,0.5192000269889832,-0.023141966717841855,-0.023413946318422207,0,-1
2026-04-08 13:21:00-04:00,0.5130000114440918,0.5130000114440918,0.5130000114440918,0.5130000114440918,1146,-0.034807095139782196,-0.03542729621122344,0.021676449672774593,587.8980131149292,0.19523215761420953,0.5109000205993652,-0.0040935493136055046,-0.0041019508224292775,0,-1
2026-04-08 13:28:00-04:00,0.5070000290870667,0.5070000290870667,0.5070000290870667,0.5070000290870667,201,-0.011695871780071143,-0.011764806516818735,0.02069022140683901,101.9070058465004,-0.6334754581558171,0.5109000205993652,0.007692290509965227,0.007662855694389433,1,1
2026-04-08 13:34:00-04:00,0.5479999780654907,0.5479999780654907,0.5479999780654907,0.5479999780654907,1450,0.08086774482488868,0.07776418595941624,0.03095860215482884,794.5999681949615,0.5191026236676144,0.4941999912261963,-0.09817516239547164,-0.10333497112057702,0,-1
2026-04-08 13:49:00-04:00,0.5241000056266785,0.5241000056266785,0.5241000056266785,0.5241000056266785,737,-0.04361309013767156,-0.044592730377530324,0.032335142982065246,386.26170414686203,-0.16894126073375113,0.5,-0.04598360115997624,-0.04707441812181598,0,-1
2026-04-08 15:09:00-04:00,0.5192000269889832,0.5192000269889832,0.5192000269889832,0.5192000269889832,427,-0.009349319948654289,-0.009393299172266055,0.031136640973890815,221.6984115242958,-0.46364480614365017,0.4941999912261963,-0.04815106791841006,-0.04934894157078071,0,-1
2026-04-08 15:22:00-04:00,0.5109000205993652,0.5109000205993652,0.5109000205993652,0.5109000205993652,238,-0.015986143987226753,-0.016115300715230447,0.030220181311423528,121.59420490264893,-0.6317945190335573,0.5083000063896179,-0.005089086132149867,-0.005102079633089961,0,-1
2026-04-08 15:45:00-04:00,0.5109000205993652,0.5109000205993652,0.5109000205993652,0.5109000205993652,123,0.0,0.0,0.02920557404019697,62.840702533721924,-0.7201958458268685,0.4936000108718872,-0.033861830162352335,-0.034448422039629924,0,-1
2026-04-09 10:12:00-04:00,0.4941999912261963,0.4941999912261963,0.4941999912261963,0.4941999912261963,6405,-0.0326874705418434,-0.03323364085555021,0.029220694902929306,3165.3509438037872,3.3138171620030694,0.4936000108718872,-0.001214043636100448,-0.0012147811840796784,0,-1
2026-04-09 11:02:00-04:00,0.5083000063896179,0.5083000063896179,0.5,0.5,1197,0.011736157176799766,0.011667822621230776,0.028608477002695594,598.5,0.057466577975958825,0.4797999858856201,-0.040400028228759766,-0.04123877743381324,0,-1
2026-04-09 13:11:00-04:00,0.4941999912261963,0.4941999912261963,0.4941999912261963,0.4941999912261963,417,-0.011600017547607422,-0.011667822621230789,0.02786158686359342,206.08139634132385,-0.43121439211109086,0.4797999858856201,-0.029138012133199886,-0.029570954812582477,0,-1
2026-04-09 13:31:00-04:00,0.5083000063896179,0.5083000063896179,0.5083000063896179,0.5083000063896179,7792,0.028530990315149607,0.02813156122246025,0.028064172252491516,3960.673649787903,3.068429956561568,0.3395000100135803,-0.3320873386860641,-0.40359786052958885,0,-1
2026-04-09 13:40:00-04:00,0.4936000108718872,0.4936000108718872,0.4936000108718872,0.4936000108718872,0,-0.028919919993986798,-0.02934634240654001,0.02797115609491199,0.0,-0.6465298603193932,0.40130001306533813,-0.18699350845538243,-0.20701618478647743,0,-1
2026-04-09 14:38:00-04:00,0.4936000108718872,0.4936000108718872,0.4936000108718872,0.4936000108718872,2856,0.0,0.0,0.027309297542394348,1409.7216310501099,0.7175877665500742,0.4059999883174896,-0.17747167873773406,-0.19537236378980516,0,-1
2026-04-09 15:44:00-04:00,0.48010000586509705,0.48010000586509705,0.4797999858856201,0.4797999858856201,4066,-0.02795791062056696,-0.028356173628502755,0.027173759226834727,1950.8667426109314,1.2402402011153866,0.43470001220703125,-0.0939974468639111,-0.09871315491212515,0,-1
2026-04-09 15:46:00-04:00,0.4797999858856201,0.4797999858856201,0.4797999858856201,0.4797999858856201,112,0.0,0.0,0.026594027828417414,53.73759841918945,-0.6570160840888004,0.40450000762939453,-0.15694035112826454,-0.17071756562853557,0,-1
2026-04-09 15:48:00-04:00,0.47999998927116394,0.4878000020980835,0.3395000100135803,0.3395000100135803,28787,-0.2924134639417977,-0.34589534449454623,0.07306698214238286,9773.186788260937,4.594312987247162,0.42899999022483826,0.26362290889970175,0.2339829196482595,1,1
2026-04-09 15:49:00-04:00,0.38519999384880066,0.40130001306533813,0.37709999084472656,0.40130001306533813,10674,0.18203240420901823,0.16723533333657148,0.0802973404723102,4283.476339459419,1.3505465295290286,0.4221000075340271,0.051831531999732006,0.05053296080696418,1,1
